h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
11 0 11 25 10570 
11 0 26 25 10570 
11 0 41 25 10570 
11 0 56 25 10570 
11 1 11 25 10570 
11 1 26 25 10570 
11 1 41 25 10570 
11 1 56 25 10570 
11 2 11 25 10570 
11 2 26 25 10570 
11 2 41 25 10570 
11 2 56 25 10570 
11 3 11 25 10570 
11 3 26 25 10570 
11 3 41 25 10570 
11 3 56 25 10570 
11 4 11 25 10570 
11 4 26 25 10570 
11 4 41 25 10570 
11 4 56 25 10570 
11 5 11 25 10570 
11 5 26 25 10570 
11 5 41 25 10570 
11 5 56 25 10570 
11 6 11 25 10570 
11 6 26 25 10570 
11 6 41 25 10570 
11 6 56 25 10570 
11 7 11 25 10570 
11 7 26 25 10570 
11 7 41 25 10570 
11 7 56 25 10570 
11 8 11 25 10570 
11 8 26 25 10570 
11 8 41 25 10570 
11 8 56 25 10570 
11 9 11 25 10570 
11 9 26 25 10570 
11 9 41 25 10570 
11 9 56 25 10570 
11 10 11 25 10570 
11 10 26 25 10570 
11 10 41 25 10570 
11 10 56 25 10570 
11 11 11 25 10570 
11 11 26 25 10570 
11 11 41 25 10570 
11 11 56 25 10570 
11 12 11 25 10570 
11 12 26 25 10570 
11 13 56 25 10570 
11 14 11 25 10570 
11 14 26 25 10570 
11 14 41 25 10570 
11 14 56 25 10570 
11 15 11 25 10570 
11 15 26 25 10570 
11 15 41 25 10570 
11 15 56 25 10570 
11 16 11 25 10570 
11 16 26 25 10570 
11 16 41 25 10570 
11 16 56 25 10570 
11 17 11 25 10570 
11 17 26 25 10570 
11 17 41 25 10570 
11 17 56 25 10570 
11 18 11 25 10570 
11 18 26 25 10570 
11 18 41 25 10570 
11 18 56 25 10570 
11 19 11 25 10570 
11 19 26 25 10570 
11 19 41 25 10570 
11 19 56 25 10510 
11 20 11 25 10570 
11 20 26 25 10570 
11 20 41 25 10570 
11 20 56 25 10510 
11 21 11 25 10570 
11 21 26 25 10570 
11 21 41 25 10570 
11 21 56 25 10570 
11 22 11 25 10570 
11 22 26 25 10570 
11 22 41 25 10570 
11 22 56 25 10570 
11 23 11 25 10570 
11 23 26 25 10570 
11 23 41 25 10570 
11 23 56 25 10570 
11 24 11 25 10570 
11 24 27 26 10570 
11 24 41 24 10570 
11 24 56 25 10570 
11 25 11 25 10570 
11 25 26 25 10570 
11 25 41 25 10570 
11 25 57 26 10570 
11 26 11 24 10570 
11 26 27 26 10570 
11 26 41 24 10570 
11 26 56 25 10570 
11 27 11 25 10570 
11 27 27 26 10570 
11 27 41 24 10570 
11 27 56 25 10570 
11 28 11 25 10510 
11 28 26 25 10570 
11 29 56 25 10570 
11 30 11 25 10570 
11 30 26 25 10570 
11 30 41 25 10570 
11 30 56 25 10570 
11 31 11 25 10570 
11 31 26 25 10570 
11 31 41 25 10570 
11 31 56 25 10570 
11 32 11 25 10570 
11 32 26 25 10570 
11 32 41 25 10570 
11 32 56 25 10570 
11 33 11 25 10570 
11 33 26 25 10570 
11 33 41 25 10570 
11 33 56 25 10570 
11 34 11 25 10570 
11 34 26 25 10570 
11 34 41 25 10570 
11 34 56 25 10570 
11 35 11 25 10570 
11 35 26 25 10570 
11 35 41 25 10570 
11 35 57 26 10570 
11 36 11 24 10570 
11 36 26 25 10570 
11 36 41 25 10570 
11 36 56 25 10570 
11 37 11 25 10570 
11 37 26 25 10570 
11 37 41 25 10570 
11 37 57 26 10570 
11 38 11 24 10570 
11 38 26 25 10570 
11 38 41 25 10570 
11 38 56 25 10570 
11 39 11 25 10570 
11 39 26 25 10570 
11 39 41 25 10570 
11 39 56 25 10570 
11 40 11 25 10570 
11 40 26 25 10570 
11 40 41 25 10570 
11 40 56 25 10570 
11 41 12 26 10570 
11 41 27 25 10570 
11 41 42 25 10570 
11 41 57 25 10570 
11 42 12 25 10570 
11 42 27 25 10570 
11 42 42 25 10570 
11 42 57 25 10570 
11 43 12 25 10570 
11 43 27 25 10570 
11 43 42 25 10570 
11 43 57 25 10570 
11 44 12 25 10570 
11 44 27 25 10570 
11 45 57 25 10570 
11 46 12 25 10570 
11 46 27 25 10570 
11 46 42 25 10570 
11 46 57 25 10570 
11 47 12 25 10570 
11 47 27 25 10570 
11 47 42 25 10570 
11 47 57 25 10570 
11 48 12 25 10570 
11 48 27 25 10570 
11 48 42 25 10570 
11 48 57 25 10570 
11 49 12 25 10570 
11 49 27 25 10570 
11 49 42 25 10570 
11 49 57 25 10570 
11 50 12 25 10570 
11 50 27 25 10570 
11 50 42 25 10570 
11 50 57 25 10570 
11 51 12 25 10570 
11 51 27 25 10570 
11 51 42 25 10570 
11 51 57 25 10570 
11 52 12 25 10570 
11 52 27 25 10570 
11 52 42 25 10570 
11 52 57 25 10570 
11 53 12 25 10570 
11 53 27 25 10570 
11 53 42 25 10570 
11 53 57 25 10570 
11 54 12 25 10570 
11 54 27 25 10570 
11 54 42 25 10570 
11 54 57 25 10570 
11 55 12 25 10570 
11 55 27 25 10570 
11 55 42 25 10570 
11 55 57 25 10570 
11 56 12 25 10570 
11 56 27 25 10570 
11 56 42 25 10570 
11 56 57 25 10570 
11 57 12 25 10570 
11 57 27 25 10570 
11 57 42 25 10570 
11 57 57 25 10570 
11 58 12 25 10570 
