h

h
<CR>Bad command!

/> 
h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
9 50 17 373 17006 
9 50 32 373 17006 
9 50 47 373 17006 
9 51 2 373 17006 
9 51 17 373 17006 
9 51 32 373 17006 
9 51 47 373 17006 
9 52 2 373 17006 
9 52 17 373 17006 
9 52 32 373 17006 
9 52 47 373 17006 
9 53 2 373 17006 
9 53 17 373 17006 
9 53 32 373 17006 
9 53 47 373 17006 
9 54 2 373 17006 
9 54 17 373 17006 
9 54 32 373 17006 
9 54 47 373 17006 
9 55 2 373 17006 
9 55 17 373 17006 
9 55 32 373 17006 
9 55 47 373 17006 
9 56 21 373 17006 
9 56 36 373 17006 
9 56 51 373 17006 
9 57 6 373 17006 
9 57 21 374 17006 
9 57 36 373 17006 
9 57 51 373 17006 
9 58 6 373 17006 
9 58 21 373 17006 
9 58 36 373 17006 
9 58 51 372 17006 
9 59 6 373 17006 
9 59 21 373 17006 
9 59 36 373 17006 
9 59 51 373 17006 
10 0 6 373 17006 
10 0 21 373 17006 
10 0 36 373 17006 
10 0 51 373 17006 
10 1 6 373 17006 
10 1 21 373 17006 
10 1 36 373 17006 
10 1 51 373 17006 
10 2 6 373 17006 
10 2 21 373 17006 
10 2 36 374 17006 
10 2 51 373 17006 
10 3 6 373 17006 
10 3 21 373 17006 
10 3 36 373 17006 
10 3 51 373 17006 
10 4 6 373 17006 
10 4 21 373 17006 
10 4 36 373 17006 
10 4 51 373 17006 
10 5 6 373 17006 
10 5 21 373 17006 
10 5 36 373 17006 
10 5 51 373 17006 
10 6 6 373 17006 
10 6 21 373 17006 
10 6 36 372 17006 
10 6 51 373 17006 
10 7 6 373 17006 
10 7 21 373 17006 
10 7 36 374 17006 
10 7 51 373 17006 
10 8 6 373 17006 
10 8 21 373 17006 
10 8 36 373 17006 
10 8 51 373 17006 
10 9 6 373 17006 
10 9 21 373 17006 
10 9 36 373 17006 
10 9 51 373 17006 
10 10 6 373 17006 
10 10 21 373 17006 
10 10 36 373 17006 
10 10 51 373 17006 
10 11 40 373 17006 
10 11 55 373 17006 
10 12 10 373 17006 
10 12 25 373 17006 
10 12 40 374 17006 
10 12 55 373 17006 
10 13 10 373 17006 
10 13 25 373 17006 
10 13 40 372 17006 
10 13 55 373 17006 
10 14 10 373 17006 
10 14 25 373 17006 
10 14 40 373 17006 
10 14 55 373 17006 
10 15 10 373 17006 
10 15 25 373 17006 
10 15 40 373 17006 
10 15 55 373 17006 
10 16 10 373 17006 
10 16 25 373 17006 
10 16 40 373 17006 
10 16 55 373 17006 
10 17 10 373 17006 
10 17 25 373 17006 
10 17 40 373 17006 
10 17 55 373 17006 
10 18 10 373 17006 
10 18 25 373 17006 
10 18 40 373 17006 
10 18 55 373 17006 
10 19 10 373 17006 
10 19 25 373 17006 
10 19 40 373 17006 
10 19 55 373 17006 
10 20 10 373 17006 
10 20 25 373 17006 
10 20 40 373 17006 
10 20 55 373 17006 
10 21 10 373 17006 
10 21 25 373 17006 
10 21 40 373 17006 
10 21 55 373 17006 
10 22 10 373 17006 
10 22 25 373 17006 
10 22 40 373 17006 
10 22 55 373 17006 
10 23 10 373 17006 
10 23 25 373 17006 
10 23 40 373 17006 
10 23 55 373 17006 
10 24 10 373 17006 
10 24 25 373 17006 
10 24 40 373 17006 
10 24 55 373 17006 
10 25 10 373 17006 
10 25 25 373 17006 
10 25 40 373 17006 
10 25 55 373 17006 
10 26 29 373 17006 
10 26 44 373 17006 
10 26 59 373 17006 
10 27 14 373 17006 
10 27 29 373 17006 
10 27 44 373 17006 
10 27 59 373 17006 
10 28 14 373 17006 
10 28 29 373 17006 
10 28 44 373 17006 
10 28 59 373 17006 
10 29 14 373 17006 
10 29 29 373 17006 
10 29 44 373 17006 
10 29 59 373 17006 
10 30 14 373 17006 
10 30 29 373 17006 
10 30 44 373 17006 
10 30 59 373 17006 
10 31 14 373 17006 
10 31 29 373 17006 
10 31 44 373 17006 
10 31 59 373 17006 
10 32 14 373 17006 
10 32 29 373 17006 
10 32 44 373 17006 
10 32 59 374 17006 
10 33 14 373 17006 
10 33 29 373 17006 
10 33 44 373 17006 
10 33 59 373 17006 
10 34 14 373 17006 
10 34 29 373 17006 
10 34 44 373 17006 
10 34 59 373 17006 
10 35 14 373 17006 
10 35 29 373 17006 
10 35 44 373 17006 
10 35 59 372 17006 
10 36 14 373 17006 
10 36 29 373 17006 
10 36 44 373 17006 
10 36 59 373 17006 
10 37 14 373 17006 
10 37 29 373 17006 
10 37 44 373 17006 
10 37 59 373 17006 
10 38 14 373 17006 
10 38 29 373 17006 
10 38 44 373 17006 
10 38 59 373 17006 
10 39 14 373 17006 
10 39 29 373 17006 
10 39 44 373 17006 
10 39 59 373 17006 
10 40 14 373 17006 
10 40 29 373 17006 
10 40 44 373 17006 
10 40 59 373 17006 
