h
h

<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls

<CR>
         TIME          Size       File name 
9 48 43 12 18036 
9 48 59 13 18036 
9 49 13 12 18036 
9 49 29 13 18036 
9 49 43 12 18036 
9 49 59 13 18036 
9 52 29 13 18036 
9 52 43 12 18036 
9 52 59 13 18036 
9 53 13 12 18036 
9 53 29 13 18036 
9 53 43 12 18036 
9 53 59 13 18036 
9 54 13 12 18036 
9 54 29 13 18036 
9 54 43 12 18036 
9 54 59 13 18036 
9 55 13 12 18036 
9 55 29 13 18036 
9 55 43 12 18036 
9 55 59 13 18036 
9 56 13 12 18036 
9 56 29 13 18036 
9 56 43 12 18036 
9 56 59 13 18036 
9 57 13 12 18036 
9 57 29 13 18036 
9 57 43 12 18036 
9 57 59 13 18036 
9 58 13 12 18036 
9 58 29 13 18036 
9 58 43 12 18036 
9 58 59 13 18036 
9 59 13 12 18036 
9 59 29 13 18036 
9 59 43 12 18036 
9 59 59 13 18036 
10 0 13 12 18036 
10 0 29 13 18036 
10 0 43 12 18036 
10 0 59 13 18036 
10 1 13 12 18036 
10 1 29 13 18036 
10 1 43 12 18036 
10 1 59 13 18036 
10 2 13 12 18036 
10 2 29 13 18036 
10 2 43 12 18036 
10 2 59 13 18036 
10 3 13 12 18036 
10 3 29 13 18036 
10 3 43 12 18036 
10 3 59 13 18036 
10 4 13 12 18036 
10 4 29 13 18036 
10 4 43 12 18036 
10 4 59 13 18036 
10 5 13 12 18036 
10 5 29 13 18036 
10 5 43 12 18036 
10 5 59 13 18036 
10 6 13 12 18036 
10 6 29 13 18036 
10 6 43 12 18036 
10 6 59 13 18036 
10 9 29 13 18036 
10 9 43 12 18036 
10 9 59 13 18036 
10 10 13 12 18036 
10 10 29 13 18036 
10 10 43 12 18036 
10 10 59 13 18036 
10 11 13 12 18098 
10 11 29 13 18036 
10 11 43 12 18098 
10 11 59 13 18036 
10 12 13 12 18036 
10 12 29 13 18036 
10 12 43 12 18098 
10 12 59 13 18036 
10 13 13 12 18036 
10 13 29 13 18098 
10 13 43 12 18036 
10 13 59 13 18036 
10 14 13 12 18036 
10 14 29 13 18036 
10 14 43 12 18036 
10 14 59 13 18036 
10 15 13 12 18036 
10 15 29 13 18098 
10 15 43 12 18036 
10 15 59 13 18036 
10 16 13 12 18098 
10 16 29 13 18036 
10 16 43 12 18036 
10 16 59 13 18036 
10 17 13 12 18036 
10 17 29 13 18036 
10 17 43 12 18036 
10 17 59 13 18036 
10 18 13 12 18036 
10 18 29 13 18036 
10 18 43 12 18036 
10 18 59 13 18098 
10 19 13 12 18098 
10 19 29 13 18036 
10 19 43 12 18036 
10 19 59 13 18036 
10 20 13 12 18036 
10 20 29 13 18036 
10 20 43 12 18036 
10 20 59 13 18098 
10 21 13 12 18036 
10 21 29 13 18098 
10 21 43 12 18036 
10 21 59 13 18098 
10 22 13 12 18036 
10 22 29 13 18098 
10 22 43 12 18098 
10 22 59 13 18036 
10 23 13 12 18036 
10 23 29 13 18098 
10 23 43 12 18036 
10 23 59 13 18098 
10 26 29 13 18036 
10 26 43 12 18036 
10 26 59 13 18098 
10 27 13 12 18036 
10 27 29 13 18036 
10 27 43 12 18036 
10 27 59 13 18036 
10 28 13 12 18036 
10 28 29 13 18036 
10 28 43 12 18098 
10 28 59 13 18036 
10 29 13 12 18036 
10 29 29 13 18036 
10 29 43 12 18098 
10 29 59 13 18036 
10 30 13 12 18036 
10 30 29 13 18098 
10 30 43 12 18098 
10 30 59 13 18098 
10 31 13 12 18098 
10 31 29 13 18098 
10 31 43 12 18036 
10 31 59 13 18036 
10 32 13 12 18098 
10 32 29 13 18098 
10 32 43 12 18036 
10 32 59 13 18098 
10 33 13 12 18098 
10 33 29 13 18036 
10 33 43 12 18098 
10 33 59 13 18098 
10 34 13 12 18036 
10 34 29 13 18036 
10 34 43 12 18098 
10 34 59 13 18098 
10 35 13 12 18036 
10 35 29 13 18098 
10 35 43 12 18098 
10 35 59 13 18036 
10 36 13 12 18098 
10 36 29 13 18098 
10 36 43 12 18098 
10 36 59 13 18098 
10 37 13 12 18098 
10 37 29 13 18098 
10 37 43 12 18098 
10 37 59 13 18036 
10 38 13 12 18098 
10 38 29 13 18036 
10 38 43 12 18098 
10 38 59 13 18036 
10 39 13 12 18098 
10 39 29 13 18036 
10 39 43 12 18036 
10 39 59 13 18036 
10 40 13 12 18036 
10 40 29 13 18098 
10 40 43 12 18098 
10 40 59 13 18098 
10 43 29 13 18098 
10 43 44 12 18036 
10 43 59 13 18098 
10 44 14 12 18098 
10 44 29 13 18036 
10 44 44 12 18036 
10 44 59 13 18098 
10 45 14 12 18098 
10 45 29 13 18036 
10 45 44 12 18098 
10 45 59 13 18098 
10 46 14 12 18098 
10 46 29 13 18098 
10 46 44 12 18098 
10 46 59 13 18098 
10 47 14 12 18098 
10 47 29 13 18098 
10 47 44 12 18098 
10 47 59 13 18098 
10 48 14 12 18098 
10 48 29 13 18036 
10 48 44 12 18098 
10 48 59 13 18036 
10 49 14 12 18098 
10 49 29 13 18098 
10 49 44 12 18098 
10 49 59 13 18036 
10 50 14 12 18036 
10 50 29 13 18036 
10 50 44 12 18098 
10 50 59 13 18098 
10 51 14 12 18036 
10 51 29 13 18098 
10 51 44 12 18098 
10 51 59 13 18098 
10 52 14 12 18098 
10 52 29 13 18098 
10 52 44 12 18098 
10 52 59 13 18098 
10 53 14 12 18098 
10 53 29 13 18098 
10 53 44 12 18098 
10 53 59 13 18098 
10 54 14 12 18098 
10 54 29 13 18098 
10 54 44 12 18036 
10 54 59 13 18098 
10 55 14 12 18036 
10 55 29 13 18036 
10 55 44 12 18098 
10 55 59 13 18098 
10 56 14 12 18098 
10 56 29 13 18098 
10 56 44 12 18098 
10 56 59 13 18098 
10 57 14 12 18098 
10 57 29 13 18036 
10 57 44 12 18098 
10 57 59 13 18036 
11 0 29 13 18036 
11 0 44 12 18036 
11 0 59 13 18098 
11 1 14 12 18098 
11 1 29 13 18098 
11 1 44 12 18098 
11 1 59 13 18098 
11 2 14 12 18036 
11 2 29 13 18098 
11 2 44 12 18098 
11 2 59 13 18036 
11 3 14 12 18036 
11 3 29 13 18036 
11 3 44 12 18036 
11 3 59 13 18036 
11 4 14 12 18098 
11 4 29 13 18098 
11 4 44 12 18098 
11 4 59 13 18036 
11 5 14 12 18036 
11 5 29 13 18036 
11 5 44 12 18036 
11 5 59 13 18036 
11 6 14 12 18098 
11 6 29 13 18036 
11 6 44 12 18036 
11 6 59 13 18036 
11 7 14 12 18098 
11 7 29 13 18098 
11 7 44 12 18036 
11 7 59 13 18098 
11 8 14 12 18098 
11 8 29 13 18098 
11 8 44 12 18036 
11 8 59 13 18098 
11 9 14 12 18098 
11 9 29 13 18098 
11 9 44 12 18036 
11 9 59 13 18036 
11 10 14 12 18036 
11 10 29 13 18036 
11 10 44 12 18098 
11 10 59 13 18098 
11 11 14 12 18098 
11 11 29 13 18098 
11 11 44 12 18036 
11 11 59 13 18036 
11 12 14 12 18098 
11 12 29 13 18036 
11 12 44 12 18036 
11 12 59 13 18036 
11 13 14 12 18036 
11 13 29 13 18098 
11 13 44 12 18036 
11 13 59 13 18036 
11 14 14 12 18036 
11 14 29 13 18098 
11 14 44 12 18036 
11 14 59 13 18036 
11 17 30 13 18098 
11 17 45 12 18036 
11 18 0 13 18036 
11 18 15 12 18036 
11 18 30 13 18036 
11 18 45 12 18036 
11 19 0 13 18036 
11 19 15 12 18036 
11 19 30 13 18036 
11 19 45 12 18098 
11 20 0 13 18036 
11 20 15 12 18036 
11 20 30 13 18098 
11 20 45 12 18098 
11 21 0 13 18098 
11 21 15 12 18098 
11 21 30 13 18036 
11 21 45 12 18098 
11 22 0 13 18036 
11 22 15 12 18036 
11 22 30 13 18098 
11 22 45 12 18036 
11 23 0 13 18098 
11 23 15 12 18098 
11 23 30 13 18098 
11 23 45 12 18098 
11 24 0 13 18098 
11 24 15 12 18098 
11 24 30 13 18098 
11 24 45 12 18098 
11 25 0 13 18098 
11 25 15 12 18098 
11 25 30 13 18098 
11 25 45 12 18036 
11 26 0 13 18098 
11 26 15 12 18098 
11 26 30 13 18098 
11 26 45 12 18098 
11 27 0 13 18098 
11 27 15 12 18098 
11 27 30 13 18098 
11 27 45 12 18098 
11 28 0 13 18098 
11 28 15 12 18098 
11 28 30 13 18098 
11 28 45 12 18098 
11 29 0 13 18098 
11 29 15 12 18098 
11 29 30 13 18098 
11 29 45 12 18098 
11 30 0 13 18036 
11 30 15 12 18098 
11 30 30 13 18098 
11 30 45 12 18098 
11 31 0 13 18098 
11 31 15 12 18098 
11 31 30 13 18098 
11 31 45 12 18098 
11 32 0 13 18036 
11 34 30 13 18098 
11 34 45 12 18098 
11 35 0 13 18098 
11 35 15 12 18098 
11 35 30 13 18098 
11 35 45 12 18098 
11 36 0 13 18098 
11 36 15 12 18098 
11 36 30 13 18098 
11 36 45 12 18098 
11 37 0 13 18098 
11 37 15 12 18098 
11 37 30 13 18098 
11 37 45 12 18098 
11 38 0 13 18098 
11 38 15 12 18098 
11 38 30 13 18098 
11 38 45 12 18098 
11 39 0 13 18098 
11 39 15 12 18098 
11 39 30 13 18098 
11 39 45 12 18098 
11 40 0 13 18098 
11 40 15 12 18098 
11 40 30 13 18098 
11 40 45 12 18098 
11 41 0 13 18098 
11 41 15 12 18098 
11 41 30 13 18098 
11 41 45 12 18098 
11 42 0 13 18098 
11 42 15 12 18098 
11 42 30 13 18098 
11 42 45 12 18098 
11 43 0 13 18098 
11 43 15 12 18098 
11 43 30 13 18098 
11 43 45 12 18098 
11 44 0 13 18098 
11 44 15 12 18098 
11 44 30 13 18098 
11 44 45 12 18098 
11 45 0 13 18098 
11 45 15 12 18098 
11 45 30 13 18098 
11 45 45 12 18098 
11 46 0 13 18098 
11 46 15 12 18098 
11 46 30 13 18098 
11 46 45 12 18098 
11 47 0 13 18098 
11 47 15 12 18098 
11 47 30 13 18098 
11 47 45 12 18036 
11 48 0 13 18098 
11 48 15 12 18098 
11 48 30 13 18098 
11 48 45 12 18098 
11 49 0 13 18098 
11 51 30 13 18098 
11 51 45 12 18098 
11 52 0 13 18098 
11 52 15 12 18098 
11 52 30 13 18098 
11 52 45 12 18098 
11 53 0 13 18098 
11 53 15 12 18098 
11 53 30 13 18098 
11 53 45 12 18098 
11 54 0 13 18098 
11 54 15 12 18098 
11 54 30 13 18098 
11 54 45 12 18098 
11 55 0 13 18098 
11 55 15 12 18098 
11 55 30 13 18098 
11 55 45 12 18098 
11 56 0 13 18098 
11 56 15 12 18098 
11 56 30 13 18098 
11 56 45 12 18098 
11 57 0 13 18098 
11 57 15 12 18098 
11 57 30 13 18098 
11 57 45 12 18098 
11 58 0 13 18098 
11 58 15 12 18098 
11 58 30 13 18098 
11 58 45 12 18098 
11 59 0 13 18098 
11 59 15 12 18098 
11 59 30 13 18098 
11 59 45 12 18098 
12 0 0 13 18098 
12 0 15 12 18098 
12 0 30 13 18098 
12 0 45 12 18098 
12 1 0 13 18098 
12 1 15 12 18098 
12 1 30 13 18098 
12 1 45 12 18098 
12 2 0 13 18098 
12 2 15 12 18098 
12 2 30 13 18098 
12 2 45 12 18098 
12 3 0 13 18098 
12 3 15 12 18098 
12 3 30 13 18098 
12 3 45 12 18098 
12 4 0 13 18098 
12 4 15 12 18098 
12 4 30 13 18098 
12 4 45 12 18098 
12 5 0 13 18098 
12 5 15 12 18098 
12 5 30 13 18098 
12 5 45 12 18098 
12 6 0 13 18098 
12 8 32 13 18098 
12 8 46 12 18098 
12 9 2 13 18098 
12 9 16 12 18098 
12 9 32 13 18098 
12 9 46 12 18098 
12 10 2 13 18098 
12 10 16 12 18098 
12 10 32 13 18098 
12 10 46 12 18098 
12 11 2 13 18098 
12 11 16 12 18098 
12 11 32 13 18098 
12 11 46 12 18098 
12 12 2 13 18098 
12 12 16 12 18098 
12 12 32 13 18098 
12 12 46 12 18098 
12 13 2 13 18098 
12 13 16 12 18098 
12 13 32 13 18098 
12 13 46 12 18098 
12 14 2 13 18098 
12 14 16 12 18098 
12 14 32 13 18098 
12 14 46 12 18098 
12 15 2 13 18098 
12 15 16 12 18098 
12 15 32 13 18098 
12 15 46 12 18098 
12 16 2 13 18098 
12 16 16 12 18098 
12 16 32 13 18098 
12 16 46 12 18036 
12 17 2 13 18098 
12 17 16 12 18098 
12 17 32 13 18098 
12 17 46 12 18098 
12 18 2 13 18098 
12 18 16 12 18098 
12 18 32 13 18098 
12 18 46 12 18098 
12 19 2 13 18098 
12 19 16 12 18098 
12 19 32 13 18098 
12 19 46 12 18098 
12 20 2 13 18098 
12 20 16 12 18098 
12 20 32 13 18098 
12 20 46 12 18098 
12 21 2 13 18036 
12 21 16 12 18098 
12 21 32 13 18098 
12 21 46 12 18098 
12 22 2 13 18098 
12 22 16 12 18098 
12 22 32 13 18098 
12 22 46 12 18098 
12 23 2 13 18098 
12 25 32 13 18036 
12 25 46 12 18098 
12 26 2 13 18098 
12 26 16 12 18098 
12 26 32 13 18098 
12 26 46 12 18098 
12 27 2 13 18098 
12 27 16 12 18098 
12 27 32 13 18098 
12 27 46 12 18098 
12 28 2 13 18036 
12 28 16 12 18098 
12 28 32 13 18098 
12 28 46 12 18036 
12 29 2 13 18098 
12 29 16 12 18098 
12 29 32 13 18098 
12 29 46 12 18098 
12 30 2 13 18098 
12 30 16 12 18098 
12 30 32 13 18098 
12 30 46 12 18098 
12 31 2 13 18098 
12 31 16 12 18098 
12 31 32 13 18098 
12 31 46 12 18098 
12 32 2 13 18098 
12 32 16 12 18098 
12 32 32 13 18098 
12 32 46 12 18098 
12 33 2 13 18098 
12 33 16 12 18098 
12 33 32 13 18098 
12 33 46 12 18098 
12 34 2 13 18098 
12 34 16 12 18098 
12 34 32 13 18098 
12 34 46 12 18098 
12 35 2 13 18098 
12 35 16 12 18098 
12 35 32 13 18098 
12 35 46 12 18098 
12 36 2 13 18098 
12 36 16 12 18098 
12 36 32 13 18098 
12 36 46 12 18036 
12 37 2 13 18036 
12 37 16 12 18098 
12 37 32 13 18036 
12 37 46 12 18098 
12 38 2 13 18098 
12 38 16 12 18098 
12 38 32 13 18098 
12 38 46 12 18098 
12 39 2 13 18098 
12 39 16 12 18098 
12 39 32 13 18098 
12 39 46 12 18098 
12 40 2 13 18098 
12 42 32 13 18098 
12 42 46 12 18036 
12 43 2 13 18098 
12 43 16 12 18098 
12 43 32 13 18098 
12 43 46 12 18098 
12 44 2 13 18098 
12 44 16 12 18098 
12 44 32 13 18098 
12 44 46 12 18036 
12 45 2 13 18098 
12 45 16 12 18098 
12 45 32 13 18098 
12 45 46 12 18098 
12 46 2 13 18098 
12 46 16 12 18036 
12 46 32 13 18098 
12 46 46 12 18098 
12 47 2 13 18098 
12 47 16 12 18098 
12 47 32 13 18098 
12 47 46 12 18098 
12 48 2 13 18036 
12 48 16 12 18098 
12 48 32 13 18098 
12 48 46 12 18036 
12 49 2 13 18098 
12 49 16 12 18098 
12 49 32 13 18098 
12 49 46 12 18098 
12 50 2 13 18098 
12 50 16 12 18098 
12 50 32 13 18098 
12 50 46 12 18098 
