h

h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
11 27 5 12 8958 
11 27 20 13 8958 
11 27 35 12 8958 
11 27 50 13 8958 
11 28 5 12 8958 
11 28 20 13 8958 
11 28 35 12 8958 
11 28 50 13 8958 
11 31 20 13 8958 
11 31 35 12 8958 
11 31 50 13 8958 
11 32 5 12 8958 
11 32 20 13 8958 
11 32 35 12 8958 
11 32 50 13 8958 
11 33 5 12 8958 
11 33 20 13 8958 
11 33 35 12 8958 
11 33 50 13 8958 
11 34 5 12 8958 
11 34 20 13 8958 
11 34 35 12 8958 
11 34 50 13 8958 
11 35 5 12 8958 
11 35 20 13 8958 
11 35 35 12 8958 
11 35 50 13 8958 
11 36 5 12 8958 
11 36 20 13 8958 
11 36 35 12 8958 
11 36 50 13 8958 
11 37 5 12 8958 
11 37 20 13 8958 
11 37 35 12 8958 
11 37 50 13 8958 
11 38 5 12 8958 
11 38 20 13 8958 
11 38 35 12 8958 
11 38 50 13 8958 
11 39 5 12 8958 
11 39 20 13 8958 
11 39 35 12 8958 
11 39 50 13 8958 
11 40 5 12 8958 
11 40 20 13 8897 
11 40 35 12 8958 
11 40 50 13 8958 
11 41 5 12 8958 
11 41 20 13 8958 
11 41 35 12 8958 
11 41 50 13 8958 
11 42 5 12 8958 
11 42 20 13 8958 
11 42 35 12 8958 
11 42 50 13 8958 
11 43 5 12 8958 
11 43 20 13 8958 
11 43 35 12 8958 
11 43 50 13 8958 
11 44 5 12 8958 
11 44 20 13 8958 
11 44 35 12 8958 
11 44 50 13 8958 
11 45 5 12 8958 
11 45 20 13 8958 
11 45 35 12 8958 
11 45 50 13 8958 
11 48 20 13 8958 
11 48 35 12 8958 
11 48 50 13 8958 
11 49 5 12 8958 
11 49 20 13 8958 
11 49 35 12 8958 
11 49 50 13 8958 
11 50 5 12 8958 
11 50 20 13 8958 
11 50 35 12 8958 
11 50 50 13 8958 
11 51 5 12 8958 
11 51 20 13 8958 
11 51 35 12 8958 
11 51 50 13 8958 
11 52 5 12 8958 
11 52 20 13 8958 
11 52 35 12 8958 
11 52 50 13 8897 
11 53 5 12 8958 
11 53 20 13 8958 
11 53 35 12 8897 
11 53 50 13 8958 
11 54 5 12 8958 
11 54 20 13 8958 
11 54 35 12 8958 
11 54 50 13 8897 
11 55 5 12 8958 
11 55 20 13 8897 
11 55 35 12 8958 
11 55 50 13 8958 
11 56 5 12 8958 
11 56 20 13 8958 
11 56 35 12 8958 
11 56 50 13 8958 
11 57 5 12 8958 
11 57 20 13 8958 
11 57 35 12 8958 
11 57 50 13 8958 
11 58 5 12 8897 
11 58 20 13 8958 
11 58 35 12 8958 
11 58 50 13 8958 
11 59 5 12 8958 
11 59 20 13 8958 
11 59 35 12 8958 
11 59 50 13 8958 
12 0 5 12 8958 
12 0 20 13 8958 
12 0 35 12 8958 
12 0 50 13 8958 
12 1 5 12 8958 
12 1 20 13 8958 
12 1 35 12 8958 
12 1 50 13 8958 
12 2 5 12 8958 
12 2 20 13 8958 
12 2 35 12 8958 
