h
h
<CR>
Available commands
------------------
h or ?  ---------------> Alias for Help 
ls      ---------------> List of Files 
read XXXX -------------> read the daily file XXXX  (month/day) 
read_ramp XXXXXXXX ----> read the text file XXXXXXXX  (month/day/Hours/Minutes) 

/> 
ls
ls
<CR>
         TIME          Size       File name 
11 5 11 12 8993 
11 5 26 13 8993 
11 5 41 12 8932 
11 5 56 13 8993 
11 6 11 12 8993 
11 6 26 13 8993 
11 6 41 12 8993 
11 6 56 13 8993 
11 7 11 12 8932 
11 7 26 13 8993 
11 7 41 12 8993 
11 7 56 13 8993 
11 8 11 12 8993 
11 8 26 13 8993 
11 8 41 12 8993 
11 8 56 13 8993 
11 9 11 12 8993 
11 9 26 13 8993 
11 9 41 12 8993 
11 9 56 13 8932 
11 10 11 12 8993 
11 10 26 13 8993 
11 10 41 12 8993 
11 10 56 13 8993 
11 11 11 12 8993 
11 11 26 13 8993 
11 11 41 12 8993 
11 11 56 13 8993 
11 12 11 12 8932 
11 12 26 13 8993 
11 12 41 12 8932 
11 12 56 13 8932 
11 15 28 13 8993 
11 15 42 12 8993 
11 15 58 13 8993 
11 16 12 12 8993 
11 16 28 13 8993 
11 16 42 12 8932 
11 16 58 13 8993 
11 17 12 12 8993 
11 17 28 13 8993 
11 17 42 12 8993 
11 17 58 13 8993 
11 18 12 12 8932 
11 18 28 13 8993 
11 18 42 12 8932 
11 18 58 13 8932 
11 19 12 12 8993 
11 19 28 13 8993 
11 19 42 12 8993 
11 19 58 13 8993 
11 20 12 12 8993 
11 20 28 13 8993 
11 20 42 12 8993 
11 20 58 13 8932 
11 21 12 12 8993 
11 21 28 13 8993 
11 21 42 12 8993 
11 21 58 13 8993 
11 22 12 12 8993 
11 22 28 13 8993 
11 22 42 12 8993 
11 22 58 13 8993 
11 23 12 12 8993 
11 23 28 13 8993 
11 23 42 12 8993 
11 23 58 13 8993 
11 24 12 12 8993 
11 24 28 13 8993 
11 24 42 12 8993 
11 24 58 13 8993 
11 25 12 12 8993 
11 25 28 13 8993 
11 25 42 12 8993 
11 25 58 13 8993 
11 26 12 12 8993 
11 26 28 13 8993 
11 26 42 12 8993 
11 26 58 13 8993 
11 27 12 12 8993 
11 27 28 13 8993 
11 27 42 12 8993 
11 27 58 13 8993 
11 28 12 12 8993 
11 28 28 13 8993 
11 28 42 12 8993 
11 28 58 13 8993 
11 29 12 12 8993 
11 29 28 13 8993 
11 29 42 12 8993 
11 29 58 13 8993 
11 32 28 13 8993 
11 32 42 12 8993 
11 32 58 13 8993 
11 33 12 12 8993 
11 33 28 13 8993 
11 33 42 12 8993 
11 33 58 13 8993 
11 34 12 12 8993 
11 34 28 13 8993 
11 34 42 12 8993 
11 34 58 13 8993 
11 35 12 12 8993 
11 35 28 13 8993 
11 35 42 12 8993 
11 35 58 13 8993 
11 36 12 12 8993 
11 36 28 13 8993 
11 36 42 12 8993 
11 36 58 13 8993 
11 37 12 12 8993 
11 37 28 13 8993 
11 37 42 12 8993 
11 37 58 13 8993 
11 38 12 12 8993 
11 38 28 13 8993 
11 38 42 12 8993 
11 38 58 13 8993 
11 39 12 12 8993 
11 39 28 13 8993 
11 39 42 12 8993 
11 39 58 13 8993 
11 40 12 12 8993 
11 40 28 13 8993 
11 40 42 12 8993 
11 40 58 13 8993 
11 41 12 12 8932 
11 41 28 13 8993 
11 41 42 12 8993 
11 41 58 13 8993 
11 42 12 12 8993 
11 42 28 13 8993 
11 42 42 12 8993 
11 42 58 13 8993 
11 43 12 12 8993 
11 43 28 13 8993 
11 43 42 12 8993 
11 43 58 13 8993 
11 44 12 12 8993 
11 44 28 13 8993 
11 44 42 12 8993 
11 44 58 13 8993 
11 45 12 12 8993 
11 45 28 13 8932 
11 45 42 12 8993 
11 45 58 13 8993 
11 46 12 12 8993 
11 46 28 13 8993 
11 46 42 12 8993 
11 46 58 13 8993 
11 49 28 13 8993 
11 49 42 12 8993 
11 49 58 13 8993 
11 50 12 12 8993 
11 50 28 13 8993 
11 50 42 12 8993 
11 50 58 13 8993 
11 51 12 12 8993 
11 51 28 13 8993 
11 51 42 12 8993 
11 51 58 13 8993 
11 52 12 12 8993 
11 52 28 13 8993 
11 52 42 12 8932 
11 52 58 13 8993 
11 53 12 12 8993 
11 53 28 13 8993 
11 53 42 12 8932 
11 53 58 13 8993 
11 54 12 12 8932 
11 54 28 13 8932 
11 54 42 12 8993 
11 54 58 13 8993 
11 55 12 12 8993 
11 55 28 13 8993 
11 55 42 12 8932 
11 55 58 13 8993 
11 56 12 12 8993 
11 56 28 13 8932 
11 56 42 12 8993 
11 56 58 13 8993 
11 57 12 12 8993 
11 57 28 13 8993 
11 57 42 12 8993 
11 57 58 13 8993 
11 58 12 12 8993 
11 58 28 13 8993 
11 58 42 12 8993 
11 58 58 13 8993 
11 59 12 12 8993 
11 59 28 13 8993 
11 59 42 12 8993 
11 59 58 13 8993 
12 0 12 12 8993 
12 0 28 13 8993 
12 0 42 12 8993 
12 0 58 13 8993 
12 1 12 12 8993 
12 1 28 13 8993 
12 1 42 12 8993 
12 1 58 13 8993 
12 2 12 12 8993 
12 2 28 13 8993 
12 2 42 12 8993 
12 2 58 13 8993 
12 3 12 12 8993 
12 3 28 13 8993 
12 3 42 12 8993 
12 3 58 13 8993 
12 6 29 13 8993 
12 6 43 12 8993 
12 6 59 13 8993 
12 7 13 12 8993 
